hour_index,recorded_requests,input_tokens,output_tokens,zero_output_requests,Model,Log Type,is_last_partial_hour
1263,63,30709,16011,0,ChatGPT,Conversation log,False
1264,53,30533,11376,1,ChatGPT,Conversation log,False
1265,45,36363,7582,0,ChatGPT,Conversation log,False
1266,33,23726,6071,0,ChatGPT,Conversation log,False
1267,41,48123,7896,0,ChatGPT,Conversation log,False
1268,35,37830,11074,0,ChatGPT,Conversation log,False
1269,33,19425,5049,0,ChatGPT,Conversation log,False
1270,50,24770,8824,0,ChatGPT,Conversation log,False
1271,34,47051,9709,0,ChatGPT,Conversation log,False
1272,27,30376,9175,0,ChatGPT,Conversation log,False
1273,28,29970,8322,0,ChatGPT,Conversation log,False
1274,16,25053,5196,0,ChatGPT,Conversation log,False
1275,24,17386,3869,0,ChatGPT,Conversation log,False
1276,13,11109,3118,0,ChatGPT,Conversation log,False
1277,12,15959,4198,0,ChatGPT,Conversation log,False
1278,4,7349,957,0,ChatGPT,Conversation log,False
1279,7,8925,2314,0,ChatGPT,Conversation log,False
1280,20,16825,5595,0,ChatGPT,Conversation log,False
1281,40,17442,6590,0,ChatGPT,Conversation log,False
1282,76,79459,26998,0,ChatGPT,Conversation log,False
1283,54,59518,13057,1,ChatGPT,Conversation log,False
1284,35,19657,11008,0,ChatGPT,Conversation log,False
1285,57,49679,14486,7,ChatGPT,Conversation log,False
1286,56,37602,11487,17,ChatGPT,Conversation log,False
1287,58,68777,15345,0,ChatGPT,Conversation log,False
1288,52,45395,11563,0,ChatGPT,Conversation log,False
1289,42,47978,13645,0,ChatGPT,Conversation log,False
1290,41,63774,17399,0,ChatGPT,Conversation log,False
1291,64,68030,13954,0,ChatGPT,Conversation log,False
1292,26,38479,8202,0,ChatGPT,Conversation log,False
1293,44,37272,10379,0,ChatGPT,Conversation log,False
1294,51,50017,9776,0,ChatGPT,Conversation log,False
1295,59,38089,10982,0,ChatGPT,Conversation log,False
1296,15,16307,3113,4,ChatGPT,Conversation log,False
1297,11,8759,1921,0,ChatGPT,Conversation log,False
1298,1,726,107,0,ChatGPT,Conversation log,False
1299,13,5343,384,0,ChatGPT,Conversation log,False
1300,26,8164,2607,0,ChatGPT,Conversation log,False
1301,11,14517,3383,0,ChatGPT,Conversation log,False
1302,1,1495,370,0,ChatGPT,Conversation log,False
1303,0,0,0,0,ChatGPT,Conversation log,False
1304,0,0,0,0,ChatGPT,Conversation log,False
1305,62,33055,15027,0,ChatGPT,Conversation log,False
1306,98,72514,18337,1,ChatGPT,Conversation log,False
1307,101,64752,20526,1,ChatGPT,Conversation log,False
1308,45,44896,11726,0,ChatGPT,Conversation log,False
1309,75,87531,18721,0,ChatGPT,Conversation log,False
1310,112,78055,19471,2,ChatGPT,Conversation log,False
1311,142,114773,29320,0,ChatGPT,Conversation log,False
1312,125,102311,22926,2,ChatGPT,Conversation log,False
1313,117,88860,24116,0,ChatGPT,Conversation log,False
1314,62,44611,9864,1,ChatGPT,Conversation log,False
1315,40,32663,10658,0,ChatGPT,Conversation log,False
1316,88,60113,9353,0,ChatGPT,Conversation log,False
1317,83,100902,21535,0,ChatGPT,Conversation log,False
1318,67,55273,17814,0,ChatGPT,Conversation log,False
1319,36,42048,7541,0,ChatGPT,Conversation log,False
1320,61,65876,15003,0,ChatGPT,Conversation log,False
1321,29,34210,6737,0,ChatGPT,Conversation log,False
1322,24,66817,9562,2,ChatGPT,Conversation log,False
1323,15,27673,6067,0,ChatGPT,Conversation log,False
1324,0,0,0,0,ChatGPT,Conversation log,False
1325,3,4996,1119,0,ChatGPT,Conversation log,False
1326,8,13514,1889,0,ChatGPT,Conversation log,False
1327,8,5282,1080,0,ChatGPT,Conversation log,False
1328,5,705,1012,0,ChatGPT,Conversation log,False
1329,59,19339,11116,0,ChatGPT,Conversation log,False
1330,146,115883,39182,0,ChatGPT,Conversation log,False
1331,118,76210,21258,0,ChatGPT,Conversation log,False
1332,32,42727,7170,0,ChatGPT,Conversation log,False
1333,45,52323,12795,0,ChatGPT,Conversation log,False
1334,133,143827,32629,0,ChatGPT,Conversation log,False
1335,176,154656,48233,0,ChatGPT,Conversation log,False
1336,139,100777,29219,0,ChatGPT,Conversation log,False
1337,138,108343,25887,0,ChatGPT,Conversation log,False
1338,53,62458,15464,0,ChatGPT,Conversation log,False
1339,42,49779,16053,0,ChatGPT,Conversation log,False
1340,64,61654,17989,0,ChatGPT,Conversation log,False
1341,68,60070,15626,0,ChatGPT,Conversation log,False
1342,95,106610,28589,0,ChatGPT,Conversation log,False
1343,48,40347,13202,0,ChatGPT,Conversation log,False
1344,36,73786,12248,0,ChatGPT,Conversation log,False
1345,15,32590,6427,0,ChatGPT,Conversation log,False
1346,13,15950,3298,0,ChatGPT,Conversation log,False
1347,16,43568,6131,0,ChatGPT,Conversation log,False
1348,17,64258,7035,0,ChatGPT,Conversation log,False
1349,17,25007,5584,0,ChatGPT,Conversation log,False
1350,20,29572,6757,0,ChatGPT,Conversation log,False
1351,0,0,0,0,ChatGPT,Conversation log,False
1352,23,17835,6293,0,ChatGPT,Conversation log,False
1353,65,34811,14861,1,ChatGPT,Conversation log,False
1354,100,77148,25930,0,ChatGPT,Conversation log,False
1355,107,102332,20664,0,ChatGPT,Conversation log,False
1356,53,34751,9676,0,ChatGPT,Conversation log,False
1357,82,74054,19115,0,ChatGPT,Conversation log,False
1358,143,107672,31894,0,ChatGPT,Conversation log,False
1359,230,196634,41130,0,ChatGPT,Conversation log,False
1360,180,189243,35192,0,ChatGPT,Conversation log,False
1361,127,135896,30273,0,ChatGPT,Conversation log,False
1362,59,89579,13312,0,ChatGPT,Conversation log,False
1363,121,108123,24576,0,ChatGPT,Conversation log,False
1364,99,95645,16935,0,ChatGPT,Conversation log,False
1365,112,74195,19376,0,ChatGPT,Conversation log,False
1366,77,49245,9872,1,ChatGPT,Conversation log,False
1367,61,48269,11965,0,ChatGPT,Conversation log,False
1368,26,22459,4463,0,ChatGPT,Conversation log,False
1369,14,12260,2432,0,ChatGPT,Conversation log,False
1370,14,13582,5209,0,ChatGPT,Conversation log,False
1371,13,12083,2858,0,ChatGPT,Conversation log,False
1372,10,14642,4025,0,ChatGPT,Conversation log,False
1373,8,12751,3036,0,ChatGPT,Conversation log,False
1374,13,20874,4053,0,ChatGPT,Conversation log,False
1375,5,9333,1413,0,ChatGPT,Conversation log,False
1376,21,19569,4226,0,ChatGPT,Conversation log,False
1377,66,24437,10831,0,ChatGPT,Conversation log,False
1378,99,62967,20541,1,ChatGPT,Conversation log,False
1379,161,139593,38034,0,ChatGPT,Conversation log,False
1380,43,45142,12636,1,ChatGPT,Conversation log,False
1381,47,39109,11974,1,ChatGPT,Conversation log,False
1382,110,80276,23564,6,ChatGPT,Conversation log,False
1383,189,135542,31630,0,ChatGPT,Conversation log,False
1384,180,124035,37058,0,ChatGPT,Conversation log,False
1385,114,87669,22260,0,ChatGPT,Conversation log,False
1386,79,76281,15249,0,ChatGPT,Conversation log,False
1387,85,50951,14006,0,ChatGPT,Conversation log,False
1388,123,88786,19252,1,ChatGPT,Conversation log,False
1389,96,77897,18343,0,ChatGPT,Conversation log,False
1390,79,116290,24212,0,ChatGPT,Conversation log,False
1391,56,68957,14559,2,ChatGPT,Conversation log,False
1392,66,75741,18256,0,ChatGPT,Conversation log,False
1393,28,34449,4937,0,ChatGPT,Conversation log,False
1394,13,13316,2392,0,ChatGPT,Conversation log,False
1395,14,18043,2255,0,ChatGPT,Conversation log,False
1396,0,0,0,0,ChatGPT,Conversation log,False
1397,1,103,65,0,ChatGPT,Conversation log,False
1398,3,1011,460,0,ChatGPT,Conversation log,False
1399,5,2899,1545,0,ChatGPT,Conversation log,False
1400,24,16456,3199,0,ChatGPT,Conversation log,False
1401,84,27131,11420,0,ChatGPT,Conversation log,False
1402,94,55884,22694,0,ChatGPT,Conversation log,False
1403,88,59657,19189,0,ChatGPT,Conversation log,False
1404,33,21757,6886,0,ChatGPT,Conversation log,False
1405,97,85104,20939,0,ChatGPT,Conversation log,False
1406,122,117714,25546,1,ChatGPT,Conversation log,False
1407,92,100800,18359,0,ChatGPT,Conversation log,False
1408,118,107930,22683,0,ChatGPT,Conversation log,False
1409,98,120208,25416,0,ChatGPT,Conversation log,False
1410,76,77692,10828,0,ChatGPT,Conversation log,False
1411,29,33853,9436,0,ChatGPT,Conversation log,False
1412,32,19274,6432,1,ChatGPT,Conversation log,False
1413,41,29660,6814,2,ChatGPT,Conversation log,False
1414,32,56616,11990,5,ChatGPT,Conversation log,False
1415,18,4343,2772,0,ChatGPT,Conversation log,False
1416,21,29809,5373,0,ChatGPT,Conversation log,False
1417,29,22076,4176,0,ChatGPT,Conversation log,False
1418,9,4520,1368,0,ChatGPT,Conversation log,False
1419,3,11957,770,0,ChatGPT,Conversation log,False
1420,0,0,0,0,ChatGPT,Conversation log,False
1421,1,115,105,0,ChatGPT,Conversation log,False
1422,0,0,0,0,ChatGPT,Conversation log,False
1423,2,4092,903,0,ChatGPT,Conversation log,False
1424,9,3608,1803,0,ChatGPT,Conversation log,False
1425,6,2770,1629,0,ChatGPT,Conversation log,False
1426,23,21171,4632,0,ChatGPT,Conversation log,False
1427,21,14525,6373,0,ChatGPT,Conversation log,False
1428,28,26315,6729,0,ChatGPT,Conversation log,False
1429,18,11268,3804,0,ChatGPT,Conversation log,False
1430,28,41997,9953,0,ChatGPT,Conversation log,False
1431,57,42250,13017,1,ChatGPT,Conversation log,False
1432,65,55602,13871,3,ChatGPT,Conversation log,False
1433,48,43320,8490,0,ChatGPT,Conversation log,False
1434,35,35548,9167,1,ChatGPT,Conversation log,False
1435,22,31963,6160,0,ChatGPT,Conversation log,False
1436,16,16903,3831,0,ChatGPT,Conversation log,False
1437,33,18260,4299,0,ChatGPT,Conversation log,False
1438,42,45361,10822,0,ChatGPT,Conversation log,False
1439,15,16092,3285,0,ChatGPT,Conversation log,False
1440,8,5325,2547,0,ChatGPT,Conversation log,False
1441,4,3526,672,0,ChatGPT,Conversation log,False
1442,4,4334,1745,0,ChatGPT,Conversation log,False
1443,0,0,0,0,ChatGPT,Conversation log,False
1444,2,674,581,0,ChatGPT,Conversation log,False
1445,0,0,0,0,ChatGPT,Conversation log,False
1446,0,0,0,0,ChatGPT,Conversation log,False
1447,6,5572,2101,0,ChatGPT,Conversation log,False
1448,5,1261,878,0,ChatGPT,Conversation log,False
1449,21,11202,3683,0,ChatGPT,Conversation log,False
1450,26,27659,7534,0,ChatGPT,Conversation log,False
1451,25,37450,5806,0,ChatGPT,Conversation log,False
1452,16,16010,4983,0,ChatGPT,Conversation log,False
1453,18,20201,6886,0,ChatGPT,Conversation log,False
1454,9,9545,4001,0,ChatGPT,Conversation log,False
1455,39,44167,11728,0,ChatGPT,Conversation log,False
1456,85,119024,19880,0,ChatGPT,Conversation log,False
1457,31,36873,12010,1,ChatGPT,Conversation log,False
1458,19,28370,5913,0,ChatGPT,Conversation log,False
1459,23,32706,5193,0,ChatGPT,Conversation log,False
1460,34,39681,8318,0,ChatGPT,Conversation log,False
1461,35,124701,17674,0,ChatGPT,Conversation log,False
1462,44,29698,4327,1,ChatGPT,Conversation log,False
1463,7,10515,2795,0,ChatGPT,Conversation log,True
0,0,0,0,0,GPT-4,API log,False
1,0,0,0,0,GPT-4,API log,False
2,0,0,0,0,GPT-4,API log,False
3,0,0,0,0,GPT-4,API log,False
4,0,0,0,0,GPT-4,API log,False
5,0,0,0,0,GPT-4,API log,False
6,0,0,0,0,GPT-4,API log,False
7,1,930,83,0,GPT-4,API log,False
8,1,929,80,0,GPT-4,API log,False
9,0,0,0,0,GPT-4,API log,False
10,0,0,0,0,GPT-4,API log,False
11,0,0,0,0,GPT-4,API log,False
12,0,0,0,0,GPT-4,API log,False
13,0,0,0,0,GPT-4,API log,False
14,0,0,0,0,GPT-4,API log,False
15,0,0,0,0,GPT-4,API log,False
16,0,0,0,0,GPT-4,API log,False
17,10,2111,456,0,GPT-4,API log,False
18,2,104,1154,0,GPT-4,API log,False
19,0,0,0,0,GPT-4,API log,False
20,0,0,0,0,GPT-4,API log,False
21,0,0,0,0,GPT-4,API log,False
22,0,0,0,0,GPT-4,API log,False
23,0,0,0,0,GPT-4,API log,False
24,0,0,0,0,GPT-4,API log,False
25,0,0,0,0,GPT-4,API log,False
26,0,0,0,0,GPT-4,API log,False
27,0,0,0,0,GPT-4,API log,False
28,0,0,0,0,GPT-4,API log,False
29,0,0,0,0,GPT-4,API log,False
30,0,0,0,0,GPT-4,API log,False
31,0,0,0,0,GPT-4,API log,False
32,0,0,0,0,GPT-4,API log,False
33,0,0,0,0,GPT-4,API log,False
34,0,0,0,0,GPT-4,API log,False
35,2,1855,285,0,GPT-4,API log,False
36,0,0,0,0,GPT-4,API log,False
37,0,0,0,0,GPT-4,API log,False
38,0,0,0,0,GPT-4,API log,False
39,0,0,0,0,GPT-4,API log,False
40,0,0,0,0,GPT-4,API log,False
41,0,0,0,0,GPT-4,API log,False
42,0,0,0,0,GPT-4,API log,False
43,0,0,0,0,GPT-4,API log,False
44,0,0,0,0,GPT-4,API log,False
45,0,0,0,0,GPT-4,API log,False
46,0,0,0,0,GPT-4,API log,False
47,0,0,0,0,GPT-4,API log,False
48,0,0,0,0,GPT-4,API log,False
49,0,0,0,0,GPT-4,API log,False
50,0,0,0,0,GPT-4,API log,False
51,0,0,0,0,GPT-4,API log,False
52,0,0,0,0,GPT-4,API log,False
53,0,0,0,0,GPT-4,API log,False
54,0,0,0,0,GPT-4,API log,False
55,0,0,0,0,GPT-4,API log,False
56,0,0,0,0,GPT-4,API log,False
57,0,0,0,0,GPT-4,API log,False
58,0,0,0,0,GPT-4,API log,False
59,1,932,89,0,GPT-4,API log,False
60,0,0,0,0,GPT-4,API log,False
61,0,0,0,0,GPT-4,API log,False
62,0,0,0,0,GPT-4,API log,False
63,0,0,0,0,GPT-4,API log,False
64,0,0,0,0,GPT-4,API log,False
65,0,0,0,0,GPT-4,API log,False
66,0,0,0,0,GPT-4,API log,False
67,0,0,0,0,GPT-4,API log,False
68,0,0,0,0,GPT-4,API log,False
69,0,0,0,0,GPT-4,API log,False
70,0,0,0,0,GPT-4,API log,False
71,0,0,0,0,GPT-4,API log,False
72,0,0,0,0,GPT-4,API log,False
73,0,0,0,0,GPT-4,API log,False
74,0,0,0,0,GPT-4,API log,False
75,0,0,0,0,GPT-4,API log,False
76,0,0,0,0,GPT-4,API log,False
77,0,0,0,0,GPT-4,API log,False
78,0,0,0,0,GPT-4,API log,False
79,0,0,0,0,GPT-4,API log,False
80,0,0,0,0,GPT-4,API log,False
81,0,0,0,0,GPT-4,API log,False
82,0,0,0,0,GPT-4,API log,False
83,0,0,0,0,GPT-4,API log,False
84,0,0,0,0,GPT-4,API log,False
85,0,0,0,0,GPT-4,API log,False
86,0,0,0,0,GPT-4,API log,False
87,2,1854,206,0,GPT-4,API log,False
88,0,0,0,0,GPT-4,API log,False
89,0,0,0,0,GPT-4,API log,False
90,0,0,0,0,GPT-4,API log,False
91,0,0,0,0,GPT-4,API log,False
92,0,0,0,0,GPT-4,API log,False
93,0,0,0,0,GPT-4,API log,False
94,0,0,0,0,GPT-4,API log,False
95,0,0,0,0,GPT-4,API log,False
96,0,0,0,0,GPT-4,API log,False
97,0,0,0,0,GPT-4,API log,False
98,0,0,0,0,GPT-4,API log,False
99,0,0,0,0,GPT-4,API log,False
100,0,0,0,0,GPT-4,API log,False
101,0,0,0,0,GPT-4,API log,False
102,0,0,0,0,GPT-4,API log,False
103,0,0,0,0,GPT-4,API log,False
104,0,0,0,0,GPT-4,API log,False
105,0,0,0,0,GPT-4,API log,False
106,0,0,0,0,GPT-4,API log,False
107,0,0,0,0,GPT-4,API log,False
108,0,0,0,0,GPT-4,API log,False
109,0,0,0,0,GPT-4,API log,False
110,0,0,0,0,GPT-4,API log,False
111,0,0,0,0,GPT-4,API log,False
112,0,0,0,0,GPT-4,API log,False
113,0,0,0,0,GPT-4,API log,False
114,0,0,0,0,GPT-4,API log,False
115,0,0,0,0,GPT-4,API log,False
116,0,0,0,0,GPT-4,API log,False
117,0,0,0,0,GPT-4,API log,False
118,0,0,0,0,GPT-4,API log,False
119,0,0,0,0,GPT-4,API log,False
120,0,0,0,0,GPT-4,API log,False
121,0,0,0,0,GPT-4,API log,False
122,0,0,0,0,GPT-4,API log,False
123,0,0,0,0,GPT-4,API log,False
124,0,0,0,0,GPT-4,API log,False
125,0,0,0,0,GPT-4,API log,False
126,0,0,0,0,GPT-4,API log,False
127,0,0,0,0,GPT-4,API log,False
128,0,0,0,0,GPT-4,API log,False
129,1,928,106,0,GPT-4,API log,False
130,8,7463,984,0,GPT-4,API log,False
131,0,0,0,0,GPT-4,API log,False
132,0,0,0,0,GPT-4,API log,False
133,0,0,0,0,GPT-4,API log,False
134,0,0,0,0,GPT-4,API log,False
135,0,0,0,0,GPT-4,API log,False
136,0,0,0,0,GPT-4,API log,False
137,0,0,0,0,GPT-4,API log,False
138,0,0,0,0,GPT-4,API log,False
139,0,0,0,0,GPT-4,API log,False
140,0,0,0,0,GPT-4,API log,False
141,0,0,0,0,GPT-4,API log,False
142,0,0,0,0,GPT-4,API log,False
143,0,0,0,0,GPT-4,API log,False
144,0,0,0,0,GPT-4,API log,False
145,0,0,0,0,GPT-4,API log,False
146,0,0,0,0,GPT-4,API log,False
147,0,0,0,0,GPT-4,API log,False
148,0,0,0,0,GPT-4,API log,False
149,0,0,0,0,GPT-4,API log,False
150,0,0,0,0,GPT-4,API log,False
151,0,0,0,0,GPT-4,API log,False
152,0,0,0,0,GPT-4,API log,False
153,0,0,0,0,GPT-4,API log,False
154,1,933,95,0,GPT-4,API log,False
155,0,0,0,0,GPT-4,API log,False
156,0,0,0,0,GPT-4,API log,False
157,0,0,0,0,GPT-4,API log,False
158,0,0,0,0,GPT-4,API log,False
159,2,1832,331,0,GPT-4,API log,False
160,0,0,0,0,GPT-4,API log,False
161,0,0,0,0,GPT-4,API log,False
162,1,926,57,0,GPT-4,API log,False
163,0,0,0,0,GPT-4,API log,False
164,0,0,0,0,GPT-4,API log,False
165,0,0,0,0,GPT-4,API log,False
166,0,0,0,0,GPT-4,API log,False
167,0,0,0,0,GPT-4,API log,False
168,0,0,0,0,GPT-4,API log,False
169,0,0,0,0,GPT-4,API log,False
170,0,0,0,0,GPT-4,API log,False
171,0,0,0,0,GPT-4,API log,False
172,0,0,0,0,GPT-4,API log,False
173,0,0,0,0,GPT-4,API log,False
174,0,0,0,0,GPT-4,API log,False
175,0,0,0,0,GPT-4,API log,False
176,0,0,0,0,GPT-4,API log,False
177,0,0,0,0,GPT-4,API log,False
178,0,0,0,0,GPT-4,API log,False
179,0,0,0,0,GPT-4,API log,False
180,8,162,619,0,GPT-4,API log,False
181,0,0,0,0,GPT-4,API log,False
182,1,878,7315,0,GPT-4,API log,False
183,5,2634,605,2,GPT-4,API log,False
184,4,1756,597,2,GPT-4,API log,False
185,0,0,0,0,GPT-4,API log,False
186,4,2634,590,1,GPT-4,API log,False
187,0,0,0,0,GPT-4,API log,False
188,0,0,0,0,GPT-4,API log,False
189,0,0,0,0,GPT-4,API log,False
190,5,2703,722,0,GPT-4,API log,False
191,15,7826,1629,1,GPT-4,API log,False
192,4,2634,355,1,GPT-4,API log,False
193,0,0,0,0,GPT-4,API log,False
194,0,0,0,0,GPT-4,API log,False
195,0,0,0,0,GPT-4,API log,False
196,0,0,0,0,GPT-4,API log,False
197,0,0,0,0,GPT-4,API log,False
198,0,0,0,0,GPT-4,API log,False
199,0,0,0,0,GPT-4,API log,False
200,4,3512,901,0,GPT-4,API log,False
201,22,11645,11475,5,GPT-4,API log,False
202,14,8216,5174,3,GPT-4,API log,False
203,1,931,107,0,GPT-4,API log,False
204,0,0,0,0,GPT-4,API log,False
205,0,0,0,0,GPT-4,API log,False
206,0,0,0,0,GPT-4,API log,False
207,0,0,0,0,GPT-4,API log,False
208,0,0,0,0,GPT-4,API log,False
209,0,0,0,0,GPT-4,API log,False
210,2,51,750,1,GPT-4,API log,False
211,1,189,523,0,GPT-4,API log,False
212,0,0,0,0,GPT-4,API log,False
213,0,0,0,0,GPT-4,API log,False
214,1,8,9,0,GPT-4,API log,False
215,0,0,0,0,GPT-4,API log,False
216,14,27784,2672,0,GPT-4,API log,False
217,11,5230,6360,0,GPT-4,API log,False
218,0,0,0,0,GPT-4,API log,False
219,0,0,0,0,GPT-4,API log,False
220,0,0,0,0,GPT-4,API log,False
221,0,0,0,0,GPT-4,API log,False
222,0,0,0,0,GPT-4,API log,False
223,0,0,0,0,GPT-4,API log,False
224,0,0,0,0,GPT-4,API log,False
225,2,2064,604,0,GPT-4,API log,False
226,0,0,0,0,GPT-4,API log,False
227,0,0,0,0,GPT-4,API log,False
228,1,934,110,0,GPT-4,API log,False
229,4,3096,48,1,GPT-4,API log,False
230,0,0,0,0,GPT-4,API log,False
231,1,773,270,0,GPT-4,API log,False
232,0,0,0,0,GPT-4,API log,False
233,0,0,0,0,GPT-4,API log,False
234,0,0,0,0,GPT-4,API log,False
235,0,0,0,0,GPT-4,API log,False
236,0,0,0,0,GPT-4,API log,False
237,0,0,0,0,GPT-4,API log,False
238,0,0,0,0,GPT-4,API log,False
239,0,0,0,0,GPT-4,API log,False
240,0,0,0,0,GPT-4,API log,False
241,0,0,0,0,GPT-4,API log,False
242,0,0,0,0,GPT-4,API log,False
243,0,0,0,0,GPT-4,API log,False
244,0,0,0,0,GPT-4,API log,False
245,0,0,0,0,GPT-4,API log,False
246,0,0,0,0,GPT-4,API log,False
247,0,0,0,0,GPT-4,API log,False
248,0,0,0,0,GPT-4,API log,False
249,0,0,0,0,GPT-4,API log,False
250,2,1876,209,0,GPT-4,API log,False
251,0,0,0,0,GPT-4,API log,False
252,0,0,0,0,GPT-4,API log,False
253,0,0,0,0,GPT-4,API log,False
254,0,0,0,0,GPT-4,API log,False
255,2,1860,124,0,GPT-4,API log,False
256,9,8273,1521,0,GPT-4,API log,False
257,93,14195,4622,0,GPT-4,API log,False
258,687,107805,35326,0,GPT-4,API log,False
259,135,21365,6920,0,GPT-4,API log,False
260,0,0,0,0,GPT-4,API log,False
261,0,0,0,0,GPT-4,API log,False
262,0,0,0,0,GPT-4,API log,False
263,0,0,0,0,GPT-4,API log,False
264,0,0,0,0,GPT-4,API log,False
265,0,0,0,0,GPT-4,API log,False
266,0,0,0,0,GPT-4,API log,False
267,0,0,0,0,GPT-4,API log,False
268,0,0,0,0,GPT-4,API log,False
269,0,0,0,0,GPT-4,API log,False
270,0,0,0,0,GPT-4,API log,False
271,0,0,0,0,GPT-4,API log,False
272,0,0,0,0,GPT-4,API log,False
273,0,0,0,0,GPT-4,API log,False
274,0,0,0,0,GPT-4,API log,False
275,0,0,0,0,GPT-4,API log,False
276,0,0,0,0,GPT-4,API log,False
277,0,0,0,0,GPT-4,API log,False
278,0,0,0,0,GPT-4,API log,False
279,0,0,0,0,GPT-4,API log,False
280,0,0,0,0,GPT-4,API log,False
281,0,0,0,0,GPT-4,API log,False
282,1,863,1001,0,GPT-4,API log,False
283,0,0,0,0,GPT-4,API log,False
284,0,0,0,0,GPT-4,API log,False
285,0,0,0,0,GPT-4,API log,False
286,0,0,0,0,GPT-4,API log,False
287,12,10062,8562,0,GPT-4,API log,False
288,9,7485,6033,0,GPT-4,API log,False
289,0,0,0,0,GPT-4,API log,False
290,0,0,0,0,GPT-4,API log,False
291,0,0,0,0,GPT-4,API log,False
292,0,0,0,0,GPT-4,API log,False
293,0,0,0,0,GPT-4,API log,False
294,0,0,0,0,GPT-4,API log,False
295,0,0,0,0,GPT-4,API log,False
296,0,0,0,0,GPT-4,API log,False
297,4,3358,2858,0,GPT-4,API log,False
298,0,0,0,0,GPT-4,API log,False
299,0,0,0,0,GPT-4,API log,False
300,0,0,0,0,GPT-4,API log,False
301,0,0,0,0,GPT-4,API log,False
302,0,0,0,0,GPT-4,API log,False
303,14,11049,12079,1,GPT-4,API log,False
304,43,36263,37767,0,GPT-4,API log,False
305,49,40634,43429,1,GPT-4,API log,False
306,49,37256,35957,5,GPT-4,API log,False
307,49,40784,49880,1,GPT-4,API log,False
308,48,35662,39701,6,GPT-4,API log,False
309,52,34743,39160,11,GPT-4,API log,False
310,61,48885,59289,4,GPT-4,API log,False
311,57,46804,55288,3,GPT-4,API log,False
312,96,78649,108824,6,GPT-4,API log,False
313,99,82514,109174,5,GPT-4,API log,False
314,61,52937,69526,1,GPT-4,API log,False
315,0,0,0,0,GPT-4,API log,False
316,0,0,0,0,GPT-4,API log,False
317,0,0,0,0,GPT-4,API log,False
318,0,0,0,0,GPT-4,API log,False
319,0,0,0,0,GPT-4,API log,False
320,0,0,0,0,GPT-4,API log,False
321,2,24,21,0,GPT-4,API log,False
322,11,158,5415,0,GPT-4,API log,False
323,8,3554,5333,2,GPT-4,API log,False
324,5,3512,4738,1,GPT-4,API log,False
325,52,43114,41058,1,GPT-4,API log,False
326,61,52480,51450,0,GPT-4,API log,False
327,49,40204,41289,2,GPT-4,API log,False
328,53,43521,45926,2,GPT-4,API log,False
329,51,41666,51657,3,GPT-4,API log,False
330,58,46173,50103,4,GPT-4,API log,False
331,31,24283,29892,3,GPT-4,API log,False
332,0,0,0,0,GPT-4,API log,False
333,0,0,0,0,GPT-4,API log,False
334,0,0,0,0,GPT-4,API log,False
335,0,0,0,0,GPT-4,API log,False
336,0,0,0,0,GPT-4,API log,False
337,0,0,0,0,GPT-4,API log,False
338,0,0,0,0,GPT-4,API log,False
339,0,0,0,0,GPT-4,API log,False
340,0,0,0,0,GPT-4,API log,False
341,0,0,0,0,GPT-4,API log,False
342,0,0,0,0,GPT-4,API log,False
343,0,0,0,0,GPT-4,API log,False
344,0,0,0,0,GPT-4,API log,False
345,0,0,0,0,GPT-4,API log,False
346,0,0,0,0,GPT-4,API log,False
347,0,0,0,0,GPT-4,API log,False
348,1,13,5,0,GPT-4,API log,False
349,0,0,0,0,GPT-4,API log,False
350,10,156,191,0,GPT-4,API log,False
351,35,2334,2130,0,GPT-4,API log,False
352,749,95993,26615,1,GPT-4,API log,False
353,44,6728,5398,0,GPT-4,API log,False
354,0,0,0,0,GPT-4,API log,False
355,221,28306,10814,0,GPT-4,API log,False
356,0,0,0,0,GPT-4,API log,False
357,30,4774,1584,0,GPT-4,API log,False
358,102,62476,29500,1,GPT-4,API log,False
359,135,82632,36764,0,GPT-4,API log,False
360,24,14619,6880,0,GPT-4,API log,False
361,85,49802,39422,0,GPT-4,API log,False
362,92,51803,53393,0,GPT-4,API log,False
363,0,0,0,0,GPT-4,API log,False
364,0,0,0,0,GPT-4,API log,False
365,0,0,0,0,GPT-4,API log,False
366,0,0,0,0,GPT-4,API log,False
367,0,0,0,0,GPT-4,API log,False
368,0,0,0,0,GPT-4,API log,False
369,51,7669,2549,1,GPT-4,API log,False
370,307,31487,19084,0,GPT-4,API log,False
371,33,5544,1799,0,GPT-4,API log,False
372,676,95909,39067,1,GPT-4,API log,False
373,100,16056,5232,0,GPT-4,API log,False
374,255,22206,16068,46,GPT-4,API log,False
375,122,30742,8230,2,GPT-4,API log,False
376,102,36104,12329,0,GPT-4,API log,False
377,6,1914,205,0,GPT-4,API log,False
378,70,25014,19174,0,GPT-4,API log,False
379,256,118661,103638,0,GPT-4,API log,False
380,159,69209,67159,1,GPT-4,API log,False
381,244,68845,50900,2,GPT-4,API log,False
382,199,36378,18789,4,GPT-4,API log,False
383,132,19781,14540,2,GPT-4,API log,False
384,491,116657,74667,0,GPT-4,API log,False
385,635,248922,225008,5,GPT-4,API log,False
386,115,52263,46754,3,GPT-4,API log,False
387,12,6429,6407,0,GPT-4,API log,False
388,0,0,0,0,GPT-4,API log,False
389,0,0,0,0,GPT-4,API log,False
390,0,0,0,0,GPT-4,API log,False
